id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified,seriesId,seriesTitle,seriesOrder
ST-563,Course,World Models,Generative Models; Video Generation; World Models; Diffusion Models,English,Stanford CME296 Diffusion & Large Vision Models | Spring 2026 | Lecture 8 - Trending Topics,Stanford Online course team,Stanford Online,Course Lecture,110,https://www.youtube.com/watch?v=oyLUvz9nR6E,YouTube,37911,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering world models. Core selection for the World Model shelf; lecture 8 in Stanford CME296: Diffusion & Large Vision Models — Spring 2026.,oyLUvz9nR6E,World Model,2026-06-01,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cme296-spring-2026,Stanford CME296: Diffusion & Large Vision Models — Spring 2026,8
ST-564,Course,Natural Language Processing,Large Language Models; Transformers; Model Training; Model Tuning,English,Stanford CME295 Transformers & LLMs | Autumn 2025 | Lecture 2 - Transformer-Based Models & Tricks,Stanford Online course team,Stanford Online,Course Lecture,107,https://www.youtube.com/watch?v=yT84Y5zCnaA,YouTube,193229,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering natural language processing. Core selection in the ScholarTube catalog; lecture 2 in Stanford CME295: Transformers & LLMs — Autumn 2025 (~193k views).,yT84Y5zCnaA,Other,2025-10-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cme295-autumn-2025,Stanford CME295: Transformers & LLMs — Autumn 2025,2
ST-565,Course,Natural Language Processing,Large Language Models; Transformers; Model Training; Model Tuning,English,Stanford CME295 Transformers & LLMs | Autumn 2025 | Lecture 3 - Tranformers & Large Language Models,Stanford Online course team,Stanford Online,Course Lecture,109,https://www.youtube.com/watch?v=Q5baLehv5So,YouTube,116449,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering natural language processing. Core selection in the ScholarTube catalog; lecture 3 in Stanford CME295: Transformers & LLMs — Autumn 2025 (~116k views).,Q5baLehv5So,Other,2025-10-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cme295-autumn-2025,Stanford CME295: Transformers & LLMs — Autumn 2025,3
ST-566,Course,Natural Language Processing,Large Language Models; Transformers; Model Training; Model Tuning,English,Stanford CME295 Transformers & LLMs | Autumn 2025 | Lecture 4 - LLM Training,Stanford Online course team,Stanford Online,Course Lecture,107,https://www.youtube.com/watch?v=VlA_jt_3Qc4,YouTube,98145,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering natural language processing. Core selection in the ScholarTube catalog; lecture 4 in Stanford CME295: Transformers & LLMs — Autumn 2025.,VlA_jt_3Qc4,Other,2025-10-21,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cme295-autumn-2025,Stanford CME295: Transformers & LLMs — Autumn 2025,4
ST-567,Course,Natural Language Processing,Large Language Models; Transformers; Model Training; Model Tuning,English,Stanford CME295 Transformers & LLMs | Autumn 2025 | Lecture 5 - LLM tuning,Stanford Online course team,Stanford Online,Course Lecture,108,https://www.youtube.com/watch?v=PmW_TMQ3l0I,YouTube,64572,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering natural language processing. Core selection in the ScholarTube catalog; lecture 5 in Stanford CME295: Transformers & LLMs — Autumn 2025.,PmW_TMQ3l0I,Other,2025-11-14,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cme295-autumn-2025,Stanford CME295: Transformers & LLMs — Autumn 2025,5
ST-568,Course,Agents / Tool Use / Reasoning,Large Language Models; Reasoning; Evaluation; Agents,English,Stanford CME295 Transformers & LLMs | Autumn 2025 | Lecture 6 - LLM Reasoning,Stanford Online course team,Stanford Online,Course Lecture,107,https://www.youtube.com/watch?v=k5Fh-UgTuCo,YouTube,73643,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture from Stanford Online covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 6 in Stanford CME295: Transformers & LLMs — Autumn 2025.",k5Fh-UgTuCo,Agent,2025-11-14,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cme295-autumn-2025,Stanford CME295: Transformers & LLMs — Autumn 2025,6
ST-569,Course,Agents / Tool Use / Reasoning,Large Language Models; Reasoning; Evaluation; Agents,English,Stanford CME295 Transformers & LLMs | Autumn 2025 | Lecture 8 - LLM Evaluation,Stanford Online course team,Stanford Online,Course Lecture,109,https://www.youtube.com/watch?v=8fNP4N46RRo,YouTube,160398,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture from Stanford Online covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 8 in Stanford CME295: Transformers & LLMs — Autumn 2025 (~160k views).",8fNP4N46RRo,Agent,2025-12-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cme295-autumn-2025,Stanford CME295: Transformers & LLMs — Autumn 2025,8
ST-570,Course,Agents / Tool Use / Reasoning,Large Language Models; Reasoning; Evaluation; Agents,English,Stanford CME295 Transformers & LLMs | Autumn 2025 | Lecture 9 - Recap & Current Trends,Stanford Online course team,Stanford Online,Course Lecture,112,https://www.youtube.com/watch?v=Q86qzJ1K1Ss,YouTube,206476,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture from Stanford Online covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 9 in Stanford CME295: Transformers & LLMs — Autumn 2025 (~206k views).",Q86qzJ1K1Ss,Agent,2025-12-09,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cme295-autumn-2025,Stanford CME295: Transformers & LLMs — Autumn 2025,9
ST-571,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 1: Overview and Tokenization,Stanford Online course team,Stanford Online,Course Lecture,79,https://www.youtube.com/watch?v=SQ3fZ1sAqXI,YouTube,737888,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 1 in Stanford CS336: Language Modeling from Scratch — Spring 2025 (~738k views).,SQ3fZ1sAqXI,Other,2025-04-24,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,1
ST-572,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,"Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lec. 2: Pytorch, Resource Accounting",Stanford Online course team,Stanford Online,Course Lecture,79,https://www.youtube.com/watch?v=msHyYioAyNE,YouTube,155618,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 2 in Stanford CS336: Language Modeling from Scratch — Spring 2025 (~156k views).,msHyYioAyNE,Other,2025-04-10,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,2
ST-573,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,"Stanford CS336 Lang. Modeling from Scratch | Spring 2025 | Lec. 3: Architectures, Hyperparameters",Stanford Online course team,Stanford Online,Course Lecture,87,https://www.youtube.com/watch?v=ptFiH_bHnJw,YouTube,120272,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 3 in Stanford CS336: Language Modeling from Scratch — Spring 2025 (~120k views).,ptFiH_bHnJw,Other,2025-04-16,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,3
ST-574,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 4: Mixture of experts,Stanford Online course team,Stanford Online,Course Lecture,82,https://www.youtube.com/watch?v=LPv1KfUXLCo,YouTube,82315,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 4 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,LPv1KfUXLCo,Other,2025-04-24,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,4
ST-575,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 I Language Modeling from Scratch | Spring 2025 | Lecture 5: GPUs,Stanford Online course team,Stanford Online,Course Lecture,74,https://www.youtube.com/watch?v=6OBtO9niT00,YouTube,67677,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 5 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,6OBtO9niT00,Other,2025-05-01,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,5
ST-576,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,"Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 6: Kernels, Triton",Stanford Online course team,Stanford Online,Course Lecture,80,https://www.youtube.com/watch?v=E8Mju53VB00,YouTube,49377,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 6 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,E8Mju53VB00,Other,2025-05-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,6
ST-577,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 7: Parallelism 1,Stanford Online course team,Stanford Online,Course Lecture,85,https://www.youtube.com/watch?v=l1RJcDjzK8M,YouTube,46080,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 7 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,l1RJcDjzK8M,Other,2025-05-06,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,7
ST-578,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 8: Parallelism 2,Stanford Online course team,Stanford Online,Course Lecture,75,https://www.youtube.com/watch?v=LHpr5ytssLo,YouTube,28873,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 8 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,LHpr5ytssLo,Other,2025-05-12,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,8
ST-579,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 9: Scaling laws 1,Stanford Online course team,Stanford Online,Course Lecture,65,https://www.youtube.com/watch?v=6Q-ESEmDf4Q,YouTube,33745,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 9 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,6Q-ESEmDf4Q,Other,2025-05-15,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,9
ST-580,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 10: Inference,Stanford Online course team,Stanford Online,Course Lecture,83,https://www.youtube.com/watch?v=fcgPYo3OtV0,YouTube,33872,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 10 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,fcgPYo3OtV0,Other,2025-05-19,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,10
ST-581,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 11: Scaling laws 2,Stanford Online course team,Stanford Online,Course Lecture,78,https://www.youtube.com/watch?v=OSYuUqGBQxw,YouTube,23862,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 11 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,OSYuUqGBQxw,Other,2025-06-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,11
ST-582,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 12: Evaluation,Stanford Online course team,Stanford Online,Course Lecture,81,https://www.youtube.com/watch?v=x-R5l2HsXqM,YouTube,24648,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 12 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,x-R5l2HsXqM,Other,2025-06-04,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,12
ST-583,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 13: Data 1,Stanford Online course team,Stanford Online,Course Lecture,79,https://www.youtube.com/watch?v=WePxmeXU1xg,YouTube,25251,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 13 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,WePxmeXU1xg,Other,2025-06-10,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,13
ST-584,Course,Deep Learning Foundations,Language Models; Model Training; Scaling Laws; AI Systems,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 14: Data 2,Stanford Online course team,Stanford Online,Course Lecture,79,https://www.youtube.com/watch?v=9Cd0THLS1t0,YouTube,23600,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture from Stanford Online covering deep learning foundations. Core selection in the ScholarTube catalog; lecture 14 in Stanford CS336: Language Modeling from Scratch — Spring 2025.,9Cd0THLS1t0,Other,2025-06-16,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,14
ST-585,Course,Agents / Tool Use / Reasoning,Language Models; Alignment; Reinforcement Learning; RLHF,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 15: Alignment - SFT/RLHF,Stanford Online course team,Stanford Online,Course Lecture,75,https://www.youtube.com/watch?v=Dfu7vC9jo4w,YouTube,36275,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture from Stanford Online covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 15 in Stanford CS336: Language Modeling from Scratch — Spring 2025.",Dfu7vC9jo4w,Agent,2025-06-20,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,15
ST-586,Course,Agents / Tool Use / Reasoning,Language Models; Alignment; Reinforcement Learning; RLHF,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 16: Alignment - RL 1,Stanford Online course team,Stanford Online,Course Lecture,81,https://www.youtube.com/watch?v=46f2QTDB08Q,YouTube,38616,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture from Stanford Online covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 16 in Stanford CS336: Language Modeling from Scratch — Spring 2025.",46f2QTDB08Q,Agent,2025-07-01,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,16
ST-587,Course,Agents / Tool Use / Reasoning,Language Models; Alignment; Reinforcement Learning; RLHF,English,Stanford CS336 Language Modeling from Scratch | Spring 2025 | Lecture 17: Alignment - RL 2,Stanford Online course team,Stanford Online,Course Lecture,76,https://www.youtube.com/watch?v=JdGFdViaOJk,YouTube,40572,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture from Stanford Online covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 17 in Stanford CS336: Language Modeling from Scratch — Spring 2025.",JdGFdViaOJk,Agent,2025-07-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,stanford-cs336-spring-2025,Stanford CS336: Language Modeling from Scratch — Spring 2025,17
ST-588,Course,Agents / Tool Use / Reasoning,Agents; Large Language Models; Reasoning; Agent Safety; Compound AI Systems,English,LLM Agents MOOC | UC Berkeley Fall 2024 | Safe AI Agents + Evidence-based AI Policy by Dawn Song,Dawn Song,Berkeley RDI,Course Lecture,104,https://www.youtube.com/watch?v=QAgR4uQ15rc,YouTube,27236,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Dawn Song (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; part of UC Berkeley LLM Agents MOOC — Fall 2024, published 2024-12-03.",QAgR4uQ15rc,Agent,2024-12-03,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-llm-agents-mooc-fall-2024,UC Berkeley LLM Agents MOOC — Fall 2024,20241203
ST-589,Course,Agents / Tool Use / Reasoning,Agents; Large Language Models; Reasoning; Agent Safety; Compound AI Systems,English,LLM Agents MOOC | UC Berkeley CS294-196 Fa24 | Measuring Agent Caps & RSP (Anthropic) by Ben Mann,Ben Mann,Berkeley RDI,Course Lecture,44,https://www.youtube.com/watch?v=6y2AnWol7oo,YouTube,8026,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Ben Mann (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; part of UC Berkeley LLM Agents MOOC — Fall 2024, published 2024-12-02.",6y2AnWol7oo,Agent,2024-12-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-llm-agents-mooc-fall-2024,UC Berkeley LLM Agents MOOC — Fall 2024,20241202
ST-590,Course,Agents / Tool Use / Reasoning,Agents; Large Language Models; Reasoning; Agent Safety; Compound AI Systems,English,LLM Agents MOOC | UC Berkeley Fall 2024 | Open Source & Science w/ Foundation Models by Percy Liang,Percy Liang,Berkeley RDI,Course Lecture,53,https://www.youtube.com/watch?v=f3KKx9LWntQ,YouTube,10479,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Percy Liang (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; part of UC Berkeley LLM Agents MOOC — Fall 2024, published 2024-11-19.",f3KKx9LWntQ,Agent,2024-11-19,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-llm-agents-mooc-fall-2024,UC Berkeley LLM Agents MOOC — Fall 2024,20241119
ST-591,Course,Agents / Tool Use / Reasoning,Agents; Large Language Models; Reasoning; Agent Safety; Compound AI Systems,English,LLM Agents MOOC | UC Berkeley Fall 2024 | AI Agents for Enterprise Workflows by Nicolas Chapados,Nicolas Chapados,Berkeley RDI,Course Lecture,71,https://www.youtube.com/watch?v=-yf-e-9FvOc,YouTube,13506,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Nicolas Chapados (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; part of UC Berkeley LLM Agents MOOC — Fall 2024, published 2024-10-22.",-yf-e-9FvOc,Agent,2024-10-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-llm-agents-mooc-fall-2024,UC Berkeley LLM Agents MOOC — Fall 2024,20241022
ST-592,Course,Agents / Tool Use / Reasoning,Agents; Large Language Models; Reasoning; Agent Safety; Compound AI Systems,English,LLM Agents MOOC | UC Berkeley CS294-196 Fall 2024 | Compound AI Sys & DSPy Framework by Omar Khattab,Omar Khattab,Berkeley RDI,Course Lecture,65,https://www.youtube.com/watch?v=JEMYuzrKLUw,YouTube,62030,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Omar Khattab (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; part of UC Berkeley LLM Agents MOOC — Fall 2024, published 2024-10-09.",JEMYuzrKLUw,Agent,2024-10-09,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-llm-agents-mooc-fall-2024,UC Berkeley LLM Agents MOOC — Fall 2024,20241009
ST-593,Course,Agents / Tool Use / Reasoning,Agents; Large Language Models; Reasoning; Agent Safety; Compound AI Systems,English,LLM Agents MOOC | UC Berkeley Fall 2024 | Enterprise GenAI Trends & AI Agents by Burak Gokturk,Burak Gokturk,Berkeley RDI,Course Lecture,63,https://www.youtube.com/watch?v=Sy1psHS3w3I,YouTube,20007,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Burak Gokturk (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; part of UC Berkeley LLM Agents MOOC — Fall 2024, published 2024-10-01.",Sy1psHS3w3I,Agent,2024-10-01,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-llm-agents-mooc-fall-2024,UC Berkeley LLM Agents MOOC — Fall 2024,20241001
ST-594,Course,Agents / Tool Use / Reasoning,Agents; Large Language Models; Reasoning; Agent Safety; Compound AI Systems,English,LLM Agents MOOC | UC Berkeley CS294-196 Fall 2024 | LLM Reasoning by Denny Zhou,Denny Zhou,Berkeley RDI,Course Lecture,64,https://www.youtube.com/watch?v=QL-FS_Zcmyo,YouTube,116007,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Denny Zhou (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; part of UC Berkeley LLM Agents MOOC — Fall 2024, published 2024-09-11 (~116k views).",QL-FS_Zcmyo,Agent,2024-09-11,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-llm-agents-mooc-fall-2024,UC Berkeley LLM Agents MOOC — Fall 2024,20240911
ST-595,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | Agentic AI Safety & Security by Dawn Song,Dawn Song,Berkeley RDI,Course Lecture,109,https://www.youtube.com/watch?v=CvZDJxd4LKM,YouTube,14023,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Dawn Song (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 1 in UC Berkeley Agentic AI MOOC — Fall 2025.",CvZDJxd4LKM,Agent,2025-12-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,1
ST-596,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | Autonomous Agents by Peter Stone,Peter Stone,Berkeley RDI,Course Lecture,62,https://www.youtube.com/watch?v=iDhzzugMOLA,YouTube,5629,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Peter Stone (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 2 in UC Berkeley Agentic AI MOOC — Fall 2025.",iDhzzugMOLA,Agent,2025-12-01,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,2
